TOP.5d9d4e91.0005de13	START
TOP.5d9d4ede.000f2b1b	user_options->rp_gen_func_min	1
TOP.5d9d4ede.000f2b1b	user_options->rp_gen_seed	0
TOP.5d9d4ede.000f2b1b	user_options->runtime	0
TOP.5d9d4ede.000f2b1b	user_options->scrypt_tmto	0
TOP.5d9d4ede.000f2b1b	user_options->segment_size	33554432
TOP.5d9d4ede.000f2b1b	user_options->self_test_disable	0
TOP.5d9d4ede.000f2b1b	user_options->slow_candidates	0
TOP.5d9d4ede.000f2b1b	user_options->show	1
TOP.5d9d4ede.000f2b1b	user_options->speed_only	0
TOP.5d9d4ede.000f2b1b	user_options->spin_damp	8
TOP.5d9d4ede.000f2b1b	user_options->status	0
TOP.5d9d4ede.000f2b1b	user_options->status_timer	10
TOP.5d9d4ede.000f2b1b	user_options->stdout_flag	0
TOP.5d9d4ede.000f2b1b	user_options->usage	0
TOP.5d9d4ede.000f2b1b	user_options->username	0
TOP.5d9d4ede.000f2b1b	user_options->veracrypt_pim	0
TOP.5d9d4ede.000f2b1b	user_options->version	0
TOP.5d9d4ede.000f2b1b	user_options->workload_profile	2
TOP.5d9d4ede.000f2b1b	user_options->brain_client	0
TOP.5d9d4ede.000f2b1b	user_options->brain_client_features	2
TOP.5d9d4ede.000f2b1b	user_options->brain_server	0
TOP.5d9d4ede.000f2b1b	user_options->brain_port	6863
TOP.5d9d4ede.000f2b1b	user_options->brain_session	0
TOP.5d9d4ede.000f2b1b	proc_start	1570590430
TOP.5d9d4ede.000f2b1b	proc_stop	1570590431
TOP.5d9d4ede.000f2b1b	STOP
TOP.5d9d4ee2.000d05ff	START
TOP.5d9d4ee2.000d05ff	user_options->separator	:
TOP.5d9d4ee2.000d05ff	user_options->encoding_from	utf-8
TOP.5d9d4ee2.000d05ff	user_options->encoding_to	utf-8
TOP.5d9d4ee2.000d05ff	user_options->rule_buf_l	:
TOP.5d9d4ee2.000d05ff	user_options->rule_buf_r	:
TOP.5d9d4ee2.000d05ff	user_options->session	show
TOP.5d9d4ee2.000d05ff	user_options->limit	0
TOP.5d9d4ee2.000d05ff	user_options->skip	0
TOP.5d9d4ee2.000d05ff	user_options->attack_mode	100
TOP.5d9d4ee2.000d05ff	user_options->benchmark	0
TOP.5d9d4ee2.000d05ff	user_options->benchmark_all	0
TOP.5d9d4ee2.000d05ff	user_options->bitmap_max	18
TOP.5d9d4ee2.000d05ff	user_options->bitmap_min	16
TOP.5d9d4ee2.000d05ff	user_options->debug_mode	0
TOP.5d9d4ee2.000d05ff	user_options->example_hashes	0
TOP.5d9d4ee2.000d05ff	user_options->force	1
TOP.5d9d4ee2.000d05ff	user_options->hwmon_disable	0
TOP.5d9d4ee2.000d05ff	user_options->hwmon_temp_abort	90
TOP.5d9d4ee2.000d05ff	user_options->hash_mode	13100
TOP.5d9d4ee2.000d05ff	user_options->hex_charset	0
TOP.5d9d4ee2.000d05ff	user_options->hex_salt	0
TOP.5d9d4ee2.000d05ff	user_options->hex_wordlist	0
TOP.5d9d4ee2.000d05ff	user_options->increment	0
TOP.5d9d4ee2.000d05ff	user_options->increment_max	256
TOP.5d9d4ee2.000d05ff	user_options->increment_min	1
TOP.5d9d4ee2.000d05ff	user_options->keep_guessing	0
TOP.5d9d4ee2.000d05ff	user_options->kernel_accel	0
TOP.5d9d4ee2.000d05ff	user_options->kernel_loops	0
TOP.5d9d4ee2.000d05ff	user_options->kernel_threads	0
TOP.5d9d4ee2.000d05ff	user_options->keyspace	0
TOP.5d9d4ee2.000d05ff	user_options->left	0
TOP.5d9d4ee2.000d05ff	user_options->logfile_disable	0
TOP.5d9d4ee2.000d05ff	user_options->loopback	0
TOP.5d9d4ee2.000d05ff	user_options->machine_readable	0
TOP.5d9d4ee2.000d05ff	user_options->markov_classic	0
TOP.5d9d4ee2.000d05ff	user_options->markov_disable	0
TOP.5d9d4ee2.000d05ff	user_options->markov_threshold	256
TOP.5d9d4ee2.000d05ff	user_options->opencl_info	0
TOP.5d9d4ee2.000d05ff	user_options->opencl_vector_width	0
TOP.5d9d4ee2.000d05ff	user_options->optimized_kernel_enable	0
TOP.5d9d4ee2.000d05ff	user_options->outfile_autohex	1
TOP.5d9d4ee2.000d05ff	user_options->outfile_check_timer	5
TOP.5d9d4ee2.000d05ff	user_options->outfile_format	3
TOP.5d9d4ee2.000d05ff	user_options->wordlist_autohex_disable	0
TOP.5d9d4ee2.000d05ff	user_options->potfile_disable	0
TOP.5d9d4ee2.000d05ff	user_options->progress_only	0
TOP.5d9d4ee2.000d05ff	user_options->quiet	1
TOP.5d9d4ee2.000d05ff	user_options->remove	0
TOP.5d9d4ee2.000d05ff	user_options->remove_timer	60
TOP.5d9d4ee2.000d05ff	user_options->restore	0
TOP.5d9d4ee2.000d05ff	user_options->restore_disable	1
TOP.5d9d4ee2.000d05ff	user_options->restore_timer	60
TOP.5d9d4ee2.000d05ff	user_options->rp_files_cnt	0
TOP.5d9d4ee2.000d05ff	user_options->rp_gen	0
TOP.5d9d4ee2.000d05ff	user_options->rp_gen_func_max	4
TOP.5d9d4ee2.000d05ff	user_options->rp_gen_func_min	1
TOP.5d9d4ee2.000d05ff	user_options->rp_gen_seed	0
TOP.5d9d4ee2.000d05ff	user_options->runtime	0
TOP.5d9d4ee2.000d05ff	user_options->scrypt_tmto	0
TOP.5d9d4ee2.000d05ff	user_options->segment_size	33554432
TOP.5d9d4ee2.000d05ff	user_options->self_test_disable	0
TOP.5d9d4ee2.000d05ff	user_options->slow_candidates	0
TOP.5d9d4ee2.000d05ff	user_options->show	1
TOP.5d9d4ee2.000d05ff	user_options->speed_only	0
TOP.5d9d4ee2.000d05ff	user_options->spin_damp	8
TOP.5d9d4ee2.000d05ff	user_options->status	0
TOP.5d9d4ee2.000d05ff	user_options->status_timer	10
TOP.5d9d4ee2.000d05ff	user_options->stdout_flag	0
TOP.5d9d4ee2.000d05ff	user_options->usage	0
TOP.5d9d4ee2.000d05ff	user_options->username	0
TOP.5d9d4ee2.000d05ff	user_options->veracrypt_pim	0
TOP.5d9d4ee2.000d05ff	user_options->version	0
TOP.5d9d4ee2.000d05ff	user_options->workload_profile	2
TOP.5d9d4ee2.000d05ff	user_options->brain_client	0
TOP.5d9d4ee2.000d05ff	user_options->brain_client_features	2
TOP.5d9d4ee2.000d05ff	user_options->brain_server	0
TOP.5d9d4ee2.000d05ff	user_options->brain_port	6863
TOP.5d9d4ee2.000d05ff	user_options->brain_session	0
TOP.5d9d4ee2.000d05ff	proc_start	1570590434
TOP.5d9d4ee2.000d05ff	proc_stop	1570590434
TOP.5d9d4ee2.000d05ff	STOP
TOP.5d9d4ee3.000d80c8	START
TOP.5d9d4ee3.000d80c8	user_options->separator	:
TOP.5d9d4ee3.000d80c8	user_options->encoding_from	utf-8
TOP.5d9d4ee3.000d80c8	user_options->encoding_to	utf-8
TOP.5d9d4ee3.000d80c8	user_options->rule_buf_l	:
TOP.5d9d4ee3.000d80c8	user_options->rule_buf_r	:
TOP.5d9d4ee3.000d80c8	user_options->session	show
TOP.5d9d4ee3.000d80c8	user_options->limit	0
TOP.5d9d4ee3.000d80c8	user_options->skip	0
TOP.5d9d4ee3.000d80c8	user_options->attack_mode	100
TOP.5d9d4ee3.000d80c8	user_options->benchmark	0
TOP.5d9d4ee3.000d80c8	user_options->benchmark_all	0
TOP.5d9d4ee3.000d80c8	user_options->bitmap_max	18
TOP.5d9d4ee3.000d80c8	user_options->bitmap_min	16
TOP.5d9d4ee3.000d80c8	user_options->debug_mode	0
TOP.5d9d4ee3.000d80c8	user_options->example_hashes	0
TOP.5d9d4ee3.000d80c8	user_options->force	1
TOP.5d9d4ee3.000d80c8	user_options->hwmon_disable	0
TOP.5d9d4ee3.000d80c8	user_options->hwmon_temp_abort	90
TOP.5d9d4ee3.000d80c8	user_options->hash_mode	13100
TOP.5d9d4ee3.000d80c8	user_options->hex_charset	0
TOP.5d9d4ee3.000d80c8	user_options->hex_salt	0
TOP.5d9d4ee3.000d80c8	user_options->hex_wordlist	0
TOP.5d9d4ee3.000d80c8	user_options->increment	0
TOP.5d9d4ee3.000d80c8	user_options->increment_max	256
TOP.5d9d4ee3.000d80c8	user_options->increment_min	1
TOP.5d9d4ee3.000d80c8	user_options->keep_guessing	0
TOP.5d9d4ee3.000d80c8	user_options->kernel_accel	0
TOP.5d9d4ee3.000d80c8	user_options->kernel_loops	0
TOP.5d9d4ee3.000d80c8	user_options->kernel_threads	0
TOP.5d9d4ee3.000d80c8	user_options->keyspace	0
TOP.5d9d4ee3.000d80c8	user_options->left	0
TOP.5d9d4ee3.000d80c8	user_options->logfile_disable	0
TOP.5d9d4ee3.000d80c8	user_options->loopback	0
TOP.5d9d4ee3.000d80c8	user_options->machine_readable	0
TOP.5d9d4ee3.000d80c8	user_options->markov_classic	0
TOP.5d9d4ee3.000d80c8	user_options->markov_disable	0
TOP.5d9d4ee3.000d80c8	user_options->markov_threshold	256
TOP.5d9d4ee3.000d80c8	user_options->opencl_info	0
TOP.5d9d4ee3.000d80c8	user_options->opencl_vector_width	0
TOP.5d9d4ee3.000d80c8	user_options->optimized_kernel_enable	0
TOP.5d9d4ee3.000d80c8	user_options->outfile_autohex	1
TOP.5d9d4ee3.000d80c8	user_options->outfile_check_timer	5
TOP.5d9d4ee3.000d80c8	user_options->outfile_format	3
TOP.5d9d4ee3.000d80c8	user_options->wordlist_autohex_disable	0
TOP.5d9d4ee3.000d80c8	user_options->potfile_disable	0
TOP.5d9d4ee3.000d80c8	user_options->progress_only	0
TOP.5d9d4ee3.000d80c8	user_options->quiet	1
TOP.5d9d4ee3.000d80c8	user_options->remove	0
TOP.5d9d4ee3.000d80c8	user_options->remove_timer	60
TOP.5d9d4ee3.000d80c8	user_options->restore	0
TOP.5d9d4ee3.000d80c8	user_options->restore_disable	1
TOP.5d9d4ee3.000d80c8	user_options->restore_timer	60
TOP.5d9d4ee3.000d80c8	user_options->rp_files_cnt	0
TOP.5d9d4ee3.000d80c8	user_options->rp_gen	0
TOP.5d9d4ee3.000d80c8	user_options->rp_gen_func_max	4
TOP.5d9d4ee3.000d80c8	user_options->rp_gen_func_min	1
TOP.5d9d4ee3.000d80c8	user_options->rp_gen_seed	0
TOP.5d9d4ee3.000d80c8	user_options->runtime	0
TOP.5d9d4ee3.000d80c8	user_options->scrypt_tmto	0
TOP.5d9d4ee3.000d80c8	user_options->segment_size	33554432
TOP.5d9d4ee3.000d80c8	user_options->self_test_disable	0
TOP.5d9d4ee3.000d80c8	user_options->slow_candidates	0
TOP.5d9d4ee3.000d80c8	user_options->show	1
TOP.5d9d4ee3.000d80c8	user_options->speed_only	0
TOP.5d9d4ee3.000d80c8	user_options->spin_damp	8
TOP.5d9d4ee3.000d80c8	user_options->status	0
TOP.5d9d4ee3.000d80c8	user_options->status_timer	10
TOP.5d9d4ee3.000d80c8	user_options->stdout_flag	0
TOP.5d9d4ee3.000d80c8	user_options->usage	0
TOP.5d9d4ee3.000d80c8	user_options->username	0
TOP.5d9d4ee3.000d80c8	user_options->veracrypt_pim	0
TOP.5d9d4ee3.000d80c8	user_options->version	0
TOP.5d9d4ee3.000d80c8	user_options->workload_profile	2
TOP.5d9d4ee3.000d80c8	user_options->brain_client	0
TOP.5d9d4ee3.000d80c8	user_options->brain_client_features	2
TOP.5d9d4ee3.000d80c8	user_options->brain_server	0
TOP.5d9d4ee3.000d80c8	user_options->brain_port	6863
TOP.5d9d4ee3.000d80c8	user_options->brain_session	0
TOP.5d9d4ee3.000d80c8	proc_start	1570590435
TOP.5d9d4ee3.000d80c8	proc_stop	1570590435
TOP.5d9d4ee3.000d80c8	STOP
TOP.5d9d4ee4.000a6872	START
TOP.5d9d4ee4.000a6872	user_options->separator	:
TOP.5d9d4ee4.000a6872	user_options->encoding_from	utf-8
TOP.5d9d4ee4.000a6872	user_options->encoding_to	utf-8
TOP.5d9d4ee4.000a6872	user_options->rule_buf_l	:
TOP.5d9d4ee4.000a6872	user_options->rule_buf_r	:
TOP.5d9d4ee4.000a6872	user_options->session	show
TOP.5d9d4ee4.000a6872	user_options->limit	0
TOP.5d9d4ee4.000a6872	user_options->skip	0
TOP.5d9d4ee4.000a6872	user_options->attack_mode	100
TOP.5d9d4ee4.000a6872	user_options->benchmark	0
TOP.5d9d4ee4.000a6872	user_options->benchmark_all	0
TOP.5d9d4ee4.000a6872	user_options->bitmap_max	18
TOP.5d9d4ee4.000a6872	user_options->bitmap_min	16
TOP.5d9d4ee4.000a6872	user_options->debug_mode	0
TOP.5d9d4ee4.000a6872	user_options->example_hashes	0
TOP.5d9d4ee4.000a6872	user_options->force	1
TOP.5d9d4ee4.000a6872	user_options->hwmon_disable	0
TOP.5d9d4ee4.000a6872	user_options->hwmon_temp_abort	90
TOP.5d9d4ee4.000a6872	user_options->hash_mode	13100
TOP.5d9d4ee4.000a6872	user_options->hex_charset	0
TOP.5d9d4ee4.000a6872	user_options->hex_salt	0
TOP.5d9d4ee4.000a6872	user_options->hex_wordlist	0
TOP.5d9d4ee4.000a6872	user_options->increment	0
TOP.5d9d4ee4.000a6872	user_options->increment_max	256
TOP.5d9d4ee4.000a6872	user_options->increment_min	1
TOP.5d9d4ee4.000a6872	user_options->keep_guessing	0
TOP.5d9d4ee4.000a6872	user_options->kernel_accel	0
TOP.5d9d4ee4.000a6872	user_options->kernel_loops	0
TOP.5d9d4ee4.000a6872	user_options->kernel_threads	0
TOP.5d9d4ee4.000a6872	user_options->keyspace	0
TOP.5d9d4ee4.000a6872	user_options->left	0
TOP.5d9d4ee4.000a6872	user_options->logfile_disable	0
TOP.5d9d4ee4.000a6872	user_options->loopback	0
TOP.5d9d4ee4.000a6872	user_options->machine_readable	0
TOP.5d9d4ee4.000a6872	user_options->markov_classic	0
TOP.5d9d4ee4.000a6872	user_options->markov_disable	0
TOP.5d9d4ee4.000a6872	user_options->markov_threshold	256
TOP.5d9d4ee4.000a6872	user_options->opencl_info	0
TOP.5d9d4ee4.000a6872	user_options->opencl_vector_width	0
TOP.5d9d4ee4.000a6872	user_options->optimized_kernel_enable	0
TOP.5d9d4ee4.000a6872	user_options->outfile_autohex	1
TOP.5d9d4ee4.000a6872	user_options->outfile_check_timer	5
TOP.5d9d4ee4.000a6872	user_options->outfile_format	3
TOP.5d9d4ee4.000a6872	user_options->wordlist_autohex_disable	0
TOP.5d9d4ee4.000a6872	user_options->potfile_disable	0
TOP.5d9d4ee4.000a6872	user_options->progress_only	0
TOP.5d9d4ee4.000a6872	user_options->quiet	1
TOP.5d9d4ee4.000a6872	user_options->remove	0
TOP.5d9d4ee4.000a6872	user_options->remove_timer	60
TOP.5d9d4ee4.000a6872	user_options->restore	0
TOP.5d9d4ee4.000a6872	user_options->restore_disable	1
TOP.5d9d4ee4.000a6872	user_options->restore_timer	60
TOP.5d9d4ee4.000a6872	user_options->rp_files_cnt	0
TOP.5d9d4ee4.000a6872	user_options->rp_gen	0
TOP.5d9d4ee4.000a6872	user_options->rp_gen_func_max	4
TOP.5d9d4ee4.000a6872	user_options->rp_gen_func_min	1
TOP.5d9d4ee4.000a6872	user_options->rp_gen_seed	0
TOP.5d9d4ee4.000a6872	user_options->runtime	0
TOP.5d9d4ee4.000a6872	user_options->scrypt_tmto	0
TOP.5d9d4ee4.000a6872	user_options->segment_size	33554432
TOP.5d9d4ee4.000a6872	user_options->self_test_disable	0
TOP.5d9d4ee4.000a6872	user_options->slow_candidates	0
TOP.5d9d4ee4.000a6872	user_options->show	1
TOP.5d9d4ee4.000a6872	user_options->speed_only	0
TOP.5d9d4ee4.000a6872	user_options->spin_damp	8
TOP.5d9d4ee4.000a6872	user_options->status	0
TOP.5d9d4ee4.000a6872	user_options->status_timer	10
TOP.5d9d4ee4.000a6872	user_options->stdout_flag	0
TOP.5d9d4ee4.000a6872	user_options->usage	0
TOP.5d9d4ee4.000a6872	user_options->username	0
TOP.5d9d4ee4.000a6872	user_options->veracrypt_pim	0
TOP.5d9d4ee4.000a6872	user_options->version	0
TOP.5d9d4ee4.000a6872	user_options->workload_profile	2
TOP.5d9d4ee4.000a6872	user_options->brain_client	0
TOP.5d9d4ee4.000a6872	user_options->brain_client_features	2
TOP.5d9d4ee4.000a6872	user_options->brain_server	0
TOP.5d9d4ee4.000a6872	user_options->brain_port	6863
TOP.5d9d4ee4.000a6872	user_options->brain_session	0
TOP.5d9d4ee4.000a6872	proc_start	1570590436
TOP.5d9d4ee4.000a6872	proc_stop	1570590436
TOP.5d9d4ee4.000a6872	STOP
TOP.5d9d4ee5.0005debe	START
TOP.5d9d4ee5.0005debe	user_options->separator	:
TOP.5d9d4ee5.0005debe	user_options->encoding_from	utf-8
TOP.5d9d4ee5.0005debe	user_options->encoding_to	utf-8
TOP.5d9d4ee5.0005debe	user_options->rule_buf_l	:
TOP.5d9d4ee5.0005debe	user_options->rule_buf_r	:
TOP.5d9d4ee5.0005debe	user_options->session	show
TOP.5d9d4ee5.0005debe	user_options->limit	0
TOP.5d9d4ee5.0005debe	user_options->skip	0
TOP.5d9d4ee5.0005debe	user_options->attack_mode	100
TOP.5d9d4ee5.0005debe	user_options->benchmark	0
TOP.5d9d4ee5.0005debe	user_options->benchmark_all	0
TOP.5d9d4ee5.0005debe	user_options->bitmap_max	18
TOP.5d9d4ee5.0005debe	user_options->bitmap_min	16
TOP.5d9d4ee5.0005debe	user_options->debug_mode	0
TOP.5d9d4ee5.0005debe	user_options->example_hashes	0
TOP.5d9d4ee5.0005debe	user_options->force	1
TOP.5d9d4ee5.0005debe	user_options->hwmon_disable	0
TOP.5d9d4ee5.0005debe	user_options->hwmon_temp_abort	90
TOP.5d9d4ee5.0005debe	user_options->hash_mode	13100
TOP.5d9d4ee5.0005debe	user_options->hex_charset	0
TOP.5d9d4ee5.0005debe	user_options->hex_salt	0
TOP.5d9d4ee5.0005debe	user_options->hex_wordlist	0
TOP.5d9d4ee5.0005debe	user_options->increment	0
TOP.5d9d4ee5.0005debe	user_options->increment_max	256
TOP.5d9d4ee5.0005debe	user_options->increment_min	1
TOP.5d9d4ee5.0005debe	user_options->keep_guessing	0
TOP.5d9d4ee5.0005debe	user_options->kernel_accel	0
TOP.5d9d4ee5.0005debe	user_options->kernel_loops	0
TOP.5d9d4ee5.0005debe	user_options->kernel_threads	0
TOP.5d9d4ee5.0005debe	user_options->keyspace	0
TOP.5d9d4ee5.0005debe	user_options->left	0
TOP.5d9d4ee5.0005debe	user_options->logfile_disable	0
TOP.5d9d4ee5.0005debe	user_options->loopback	0
TOP.5d9d4ee5.0005debe	user_options->machine_readable	0
TOP.5d9d4ee5.0005debe	user_options->markov_classic	0
TOP.5d9d4ee5.0005debe	user_options->markov_disable	0
TOP.5d9d4ee5.0005debe	user_options->markov_threshold	256
TOP.5d9d4ee5.0005debe	user_options->opencl_info	0
TOP.5d9d4ee5.0005debe	user_options->opencl_vector_width	0
TOP.5d9d4ee5.0005debe	user_options->optimized_kernel_enable	0
TOP.5d9d4ee5.0005debe	user_options->outfile_autohex	1
TOP.5d9d4ee5.0005debe	user_options->outfile_check_timer	5
TOP.5d9d4ee5.0005debe	user_options->outfile_format	3
TOP.5d9d4ee5.0005debe	user_options->wordlist_autohex_disable	0
TOP.5d9d4ee5.0005debe	user_options->potfile_disable	0
TOP.5d9d4ee5.0005debe	user_options->progress_only	0
TOP.5d9d4ee5.0005debe	user_options->quiet	1
TOP.5d9d4ee5.0005debe	user_options->remove	0
TOP.5d9d4ee5.0005debe	user_options->remove_timer	60
TOP.5d9d4ee5.0005debe	user_options->restore	0
TOP.5d9d4ee5.0005debe	user_options->restore_disable	1
TOP.5d9d4ee5.0005debe	user_options->restore_timer	60
TOP.5d9d4ee5.0005debe	user_options->rp_files_cnt	0
TOP.5d9d4ee5.0005debe	user_options->rp_gen	0
TOP.5d9d4ee5.0005debe	user_options->rp_gen_func_max	4
TOP.5d9d4ee5.0005debe	user_options->rp_gen_func_min	1
TOP.5d9d4ee5.0005debe	user_options->rp_gen_seed	0
TOP.5d9d4ee5.0005debe	user_options->runtime	0
TOP.5d9d4ee5.0005debe	user_options->scrypt_tmto	0
TOP.5d9d4ee5.0005debe	user_options->segment_size	33554432
TOP.5d9d4ee5.0005debe	user_options->self_test_disable	0
TOP.5d9d4ee5.0005debe	user_options->slow_candidates	0
TOP.5d9d4ee5.0005debe	user_options->show	1
TOP.5d9d4ee5.0005debe	user_options->speed_only	0
TOP.5d9d4ee5.0005debe	user_options->spin_damp	8
TOP.5d9d4ee5.0005debe	user_options->status	0
TOP.5d9d4ee5.0005debe	user_options->status_timer	10
TOP.5d9d4ee5.0005debe	user_options->stdout_flag	0
TOP.5d9d4ee5.0005debe	user_options->usage	0
TOP.5d9d4ee5.0005debe	user_options->username	0
TOP.5d9d4ee5.0005debe	user_options->veracrypt_pim	0
TOP.5d9d4ee5.0005debe	user_options->version	0
TOP.5d9d4ee5.0005debe	user_options->workload_profile	2
TOP.5d9d4ee5.0005debe	user_options->brain_client	0
TOP.5d9d4ee5.0005debe	user_options->brain_client_features	2
TOP.5d9d4ee5.0005debe	user_options->brain_server	0
TOP.5d9d4ee5.0005debe	user_options->brain_port	6863
TOP.5d9d4ee5.0005debe	user_options->brain_session	0
TOP.5d9d4ee5.0005debe	proc_start	1570590437
TOP.5d9d4ee5.0005debe	proc_stop	1570590437
TOP.5d9d4ee5.0005debe	STOP
TOP.5d9d4ee6.0001d147	START
TOP.5d9d4ee6.0001d147	user_options->separator	:
TOP.5d9d4ee6.0001d147	user_options->encoding_from	utf-8
TOP.5d9d4ee6.0001d147	user_options->encoding_to	utf-8
TOP.5d9d4ee6.0001d147	user_options->rule_buf_l	:
TOP.5d9d4ee6.0001d147	user_options->rule_buf_r	:
TOP.5d9d4ee6.0001d147	user_options->session	show
TOP.5d9d4ee6.0001d147	user_options->limit	0
TOP.5d9d4ee6.0001d147	user_options->skip	0
TOP.5d9d4ee6.0001d147	user_options->attack_mode	100
TOP.5d9d4ee6.0001d147	user_options->benchmark	0
TOP.5d9d4ee6.0001d147	user_options->benchmark_all	0
TOP.5d9d4ee6.0001d147	user_options->bitmap_max	18
TOP.5d9d4ee6.0001d147	user_options->bitmap_min	16
TOP.5d9d4ee6.0001d147	user_options->debug_mode	0
TOP.5d9d4ee6.0001d147	user_options->example_hashes	0
TOP.5d9d4ee6.0001d147	user_options->force	1
TOP.5d9d4ee6.0001d147	user_options->hwmon_disable	0
TOP.5d9d4ee6.0001d147	user_options->hwmon_temp_abort	90
TOP.5d9d4ee6.0001d147	user_options->hash_mode	13100
TOP.5d9d4ee6.0001d147	user_options->hex_charset	0
TOP.5d9d4ee6.0001d147	user_options->hex_salt	0
TOP.5d9d4ee6.0001d147	user_options->hex_wordlist	0
TOP.5d9d4ee6.0001d147	user_options->increment	0
TOP.5d9d4ee6.0001d147	user_options->increment_max	256
TOP.5d9d4ee6.0001d147	user_options->increment_min	1
TOP.5d9d4ee6.0001d147	user_options->keep_guessing	0
TOP.5d9d4ee6.0001d147	user_options->kernel_accel	0
TOP.5d9d4ee6.0001d147	user_options->kernel_loops	0
TOP.5d9d4ee6.0001d147	user_options->kernel_threads	0
TOP.5d9d4ee6.0001d147	user_options->keyspace	0
TOP.5d9d4ee6.0001d147	user_options->left	0
TOP.5d9d4ee6.0001d147	user_options->logfile_disable	0
TOP.5d9d4ee6.0001d147	user_options->loopback	0
TOP.5d9d4ee6.0001d147	user_options->machine_readable	0
TOP.5d9d4ee6.0001d147	user_options->markov_classic	0
TOP.5d9d4ee6.0001d147	user_options->markov_disable	0
TOP.5d9d4ee6.0001d147	user_options->markov_threshold	256
TOP.5d9d4ee6.0001d147	user_options->opencl_info	0
TOP.5d9d4ee6.0001d147	user_options->opencl_vector_width	0
TOP.5d9d4ee6.0001d147	user_options->optimized_kernel_enable	0
TOP.5d9d4ee6.0001d147	user_options->outfile_autohex	1
TOP.5d9d4ee6.0001d147	user_options->outfile_check_timer	5
TOP.5d9d4ee6.0001d147	user_options->outfile_format	3
TOP.5d9d4ee6.0001d147	user_options->wordlist_autohex_disable	0
TOP.5d9d4ee6.0001d147	user_options->potfile_disable	0
TOP.5d9d4ee6.0001d147	user_options->progress_only	0
TOP.5d9d4ee6.0001d147	user_options->quiet	1
TOP.5d9d4ee6.0001d147	user_options->remove	0
TOP.5d9d4ee6.0001d147	user_options->remove_timer	60
TOP.5d9d4ee6.0001d147	user_options->restore	0
TOP.5d9d4ee6.0001d147	user_options->restore_disable	1
TOP.5d9d4ee6.0001d147	user_options->restore_timer	60
TOP.5d9d4ee6.0001d147	user_options->rp_files_cnt	0
TOP.5d9d4ee6.0001d147	user_options->rp_gen	0
TOP.5d9d4ee6.0001d147	user_options->rp_gen_func_max	4
TOP.5d9d4ee6.0001d147	user_options->rp_gen_func_min	1
TOP.5d9d4ee6.0001d147	user_options->rp_gen_seed	0
TOP.5d9d4ee6.0001d147	user_options->runtime	0
TOP.5d9d4ee6.0001d147	user_options->scrypt_tmto	0
TOP.5d9d4ee6.0001d147	user_options->segment_size	33554432
TOP.5d9d4ee6.0001d147	user_options->self_test_disable	0
TOP.5d9d4ee6.0001d147	user_options->slow_candidates	0
TOP.5d9d4ee6.0001d147	user_options->show	1
TOP.5d9d4ee6.0001d147	user_options->speed_only	0
TOP.5d9d4ee6.0001d147	user_options->spin_damp	8
TOP.5d9d4ee6.0001d147	user_options->status	0
TOP.5d9d4ee6.0001d147	user_options->status_timer	10
TOP.5d9d4ee6.0001d147	user_options->stdout_flag	0
TOP.5d9d4ee6.0001d147	user_options->usage	0
TOP.5d9d4ee6.0001d147	user_options->username	0
TOP.5d9d4ee6.0001d147	user_options->veracrypt_pim	0
TOP.5d9d4ee6.0001d147	user_options->version	0
TOP.5d9d4ee6.0001d147	user_options->workload_profile	2
TOP.5d9d4ee6.0001d147	user_options->brain_client	0
TOP.5d9d4ee6.0001d147	user_options->brain_client_features	2
TOP.5d9d4ee6.0001d147	user_options->brain_server	0
TOP.5d9d4ee6.0001d147	user_options->brain_port	6863
TOP.5d9d4ee6.0001d147	user_options->brain_session	0
TOP.5d9d4ee6.0001d147	proc_start	1570590438
TOP.5d9d4ee6.0001d147	proc_stop	1570590438
TOP.5d9d4ee6.0001d147	STOP
TOP.5d9d4ee6.000eb105	START
TOP.5d9d4ee6.000eb105	user_options->separator	:
TOP.5d9d4ee6.000eb105	user_options->encoding_from	utf-8
TOP.5d9d4ee6.000eb105	user_options->encoding_to	utf-8
TOP.5d9d4ee6.000eb105	user_options->rule_buf_l	:
TOP.5d9d4ee6.000eb105	user_options->rule_buf_r	:
TOP.5d9d4ee6.000eb105	user_options->session	show
TOP.5d9d4ee6.000eb105	user_options->limit	0
TOP.5d9d4ee6.000eb105	user_options->skip	0
TOP.5d9d4ee6.000eb105	user_options->attack_mode	100
TOP.5d9d4ee6.000eb105	user_options->benchmark	0
TOP.5d9d4ee6.000eb105	user_options->benchmark_all	0
TOP.5d9d4ee6.000eb105	user_options->bitmap_max	18
TOP.5d9d4ee6.000eb105	user_options->bitmap_min	16
TOP.5d9d4ee6.000eb105	user_options->debug_mode	0
TOP.5d9d4ee6.000eb105	user_options->example_hashes	0
TOP.5d9d4ee6.000eb105	user_options->force	1
TOP.5d9d4ee6.000eb105	user_options->hwmon_disable	0
TOP.5d9d4ee6.000eb105	user_options->hwmon_temp_abort	90
TOP.5d9d4ee6.000eb105	user_options->hash_mode	13100
TOP.5d9d4ee6.000eb105	user_options->hex_charset	0
TOP.5d9d4ee6.000eb105	user_options->hex_salt	0
TOP.5d9d4ee6.000eb105	user_options->hex_wordlist	0
TOP.5d9d4ee6.000eb105	user_options->increment	0
TOP.5d9d4ee6.000eb105	user_options->increment_max	256
TOP.5d9d4ee6.000eb105	user_options->increment_min	1
